;name;descript;rate;school;start;length;price;link;Tag
366;Дополнительный курс История криптомира;История крипто- и блокчейн индустрии полна тайн и гениальных изобретений. Рассказываем и обьясняем различные знаковые события прошлого криптомира - истории полной взлетов, падений, фатальных ошибок и невероятных успехов.;4.5;Cryptemic;17 Декабря;Не указана;4 900;https://tutortop.ru/goto/?number=3332&term=9;crypto
367;Курс «Мидл фронтенд-разработчик»;Особый формат обучения. Школа Яндекса.;4.7;Яндекс Практикум;22 Декабря;5 месяцев;78 000;https://tutortop.ru/goto/?number=3332&term=9;Frontend
368;DevOps-инженер;помогают в поиске работы, составлении резюме и прохождению собеседований;4.8;Нетология;28 Декабря;16 месяцев;165 000;https://tutortop.ru/goto/?number=3332&term=9;DevOps
369;Профессия Android-разработчик;полноценное обучение профессии, первая оплата через 6 месяцев, помощь в трудоустройстве;4.6;Skillbox;17 Декабря;7 месяцев;156 420;https://tutortop.ru/goto/?number=3332&term=9;mobile
370;Тестирование в JS;у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;17 Декабря;Не указана;46 800;https://tutortop.ru/goto/?number=3332&term=9;JS
371;Golang;-;4.3;Слёрм;30 Января;2 месяца;40 000;https://tutortop.ru/goto/?number=3332&term=9;Golang
372;Администрирование 1С;Курс рассчитан на системных администраторов, системных инженеров и программистов платформы «1С Предприятие», которые хотят получить знания и навыки в работе с серверами «1С: Предприятие 8» под управлением системы Microsoft Windows.;4.3;Teach&Study;16 Декабря;Не указана;6 000;https://tutortop.ru/goto/?number=3332&term=9;1C
373;Gulp;Данный видеокурс подойдёт для тех, кто уже знаком с основами JavaScript, Git, Terminal.;4.5;LoftSchool;17 Декабря;Не указана;1 800;https://tutortop.ru/goto/?number=3332&term=9;JS
374;Devops быстрый старт;Вы изучите на кейсах подход и методологию DevOps, основные понятия, этапы жизненного цикла и разработки ПО. Разберетесь в основах Python: базовый синтаксис, форматирование строк, следования, ветвления и циклы, создание и применение функций. поэтому курс подойдет для новичков. Освоите Git и знакомство с системами контроля версий, создание веток, основные понятия, клонирование, слияния, merge. А также сможете упаковать приложений в Docker.;4.8;ProductStar;17 Декабря;2 месяца;75 000;https://tutortop.ru/goto/?number=3332&term=9;JS
375;Профессия 1С-программист;имеют хорошую репутацию. Специализируются на аналитике и разработке. По промокоду TUTORTOP скидка 45% на курс;4.8;SkillFactory;22 Декабря;9.5 месяцев;179 400;https://tutortop.ru/goto/?number=3332&term=9;1C
376;Блиц-курс Централизованные биржи CEX;Пробный курс о централизованных криптовалютных биржах. Получение дохода с помощью предоставляемых ими инструментов.;4.5;Cryptemic;17 Декабря;0.25 месяцев;990;https://tutortop.ru/goto/?number=3332&term=9;crypto
377;Курс «Инженер по тестированию»;Особый формат обучения. Школа Яндекса.;4.7;Яндекс Практикум;22 Декабря;4 месяца;72 000;https://tutortop.ru/goto/?number=3332&term=9;QA
378;Python-разработчик с нуля;помогают в поиске работы, составлении резюме и прохождению собеседований;4.8;Нетология;17 Декабря;Не указана;165 000;https://tutortop.ru/goto/?number=3332&term=9;PY
379;Профессия iOS-разработчик;полноценное обучение профессии, первая оплата через 6 месяцев, помощь в трудоустройстве;4.6;Skillbox;17 Декабря;6 месяцев;156 420;https://tutortop.ru/goto/?number=3332&term=9;mobile
380;СИКП на Ruby;у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;17 Декабря;1,5 месяц;46 800;https://tutortop.ru/goto/?number=3332&term=9;IT
381;Администрирование Linux. Мега;Продвинутая программа по Linux с практикой и траблшутингом от инженера Southbridge Платона Платонова.;4.3;Слёрм;26 Декабря;0,25 месяцев;35 000;https://tutortop.ru/goto/?number=3332&term=9;administrator
382;CSS GRID;В данном курсе предлагаем познакомиться с новой и удобной технологией CSS Grids. Данная технология представляет набор CSS-свойств, которые помогают гибко и удобно управлять лейаутом страницы.;4.5;LoftSchool;17 Декабря;Не указана;1 500;https://tutortop.ru/goto/?number=3332&term=9;Web
383;Погружение в основы Python с 0;Освойте самый популярный язык программирования за 3 месяца. Вы научитесь писать код на Python, работать с библиотеками, анализировать данные и создавать веб-приложения. Начнете изучение моделей машинного обучения. Курс ведут специалисты из Vezet и Сбермаркет, а домашние задания проверяет опытный наставник.;4.8;ProductStar;17 Декабря;2 месяца;75 000;https://tutortop.ru/goto/?number=3332&term=9;PY
384;Профессия DevOps-инженер;имеют хорошую репутацию. Специализируются на аналитике и разработке. По промокоду TUTORTOP скидка 45% на курс;4.8;SkillFactory;16 Декабря;7 месяцев;179 400;https://tutortop.ru/goto/?number=3332&term=9;DevOps
385;Блиц-курс Децентрализованные биржи DEX;Пробный курс о децентрализованных криптовалютных биржах и обменниках. Заработок с помощью предоставляемых ими инструментов.;4.5;Cryptemic;17 Декабря;0.25 месяцев;990;https://tutortop.ru/goto/?number=3332&term=9;crypto
386;Алгоритмы для разработчиков;Особый формат обучения. Школа Яндекса.;4.7;Яндекс Практикум;19 Декабря;4 месяца;62 000;https://tutortop.ru/goto/?number=3332&term=9;IT
387;1С-программист;помогают в поиске работы, составлении резюме и прохождению собеседований;4.8;Нетология;17 Декабря;11 месяцев;150 000;https://tutortop.ru/goto/?number=3332&term=9;1C
388;Профессия DevOps-инженер;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;7 месяцев;150 000;https://tutortop.ru/goto/?number=3332&term=9;DevOps
389;СИКП на JS;у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;17 Декабря;Не указана;46 800;https://tutortop.ru/goto/?number=3332&term=9;JS
390;Rabbit MQ;Rabbit MQ - брокер сообщений, успешно решающий свои задачи, в курсе мы поймём работу брокера сообщений, рассмотрим, как работать с Rabbit MQ, чтобы не искать сложных решений там, где достаточно целевого хорошо настроенного инструмента.;4.3;Слёрм;04 Января;Не указана;35 000;https://tutortop.ru/goto/?number=4907&term=9;Software
391;GIT;Видеокурс подойдёт для начинающих разработчиков.;4.5;LoftSchool;17 Декабря;Не указана;1 300;https://tutortop.ru/goto/?number=4907&term=9;IT
392;SQL с 0 для анализа данных;Научитесь работать с данными с помощью языка запросов SQL с нуля. Спикеры их Amazon и Яндекс помогут с нуля освоить навыки аналитики и работы с базами данных. Попрактикуетесь на базе данных Airbnb и сможете применять SQL в своей работе.;4.8;ProductStar;17 Декабря;2 месяца;75 000;https://tutortop.ru/goto/?number=4907&term=9;SQL
393;Профессия Системный администратор;имеют хорошую репутацию. Специализируются на аналитике и разработке. По промокоду TUTORTOP скидка 45% на курс;4.8;SkillFactory;28 Декабря;9 месяцев;179 400;https://tutortop.ru/goto/?number=4907&term=9;administrator
394;Курс «React-разработчик»;Особый формат обучения. Школа Яндекса.;4.7;Яндекс Практикум;12 Января;3 месяца;51 000;https://tutortop.ru/goto/?number=4907&term=9;IT
395;Разработчик игр на Unity;помогают в поиске работы, составлении резюме и прохождению собеседований;4.8;Нетология;17 Декабря;10 месяцев;133 000;https://tutortop.ru/goto/?number=4907&term=9;Unity
396;Профессия Разработчик VR & AR;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;12 месяцев;147 089;https://tutortop.ru/goto/?number=4907&term=9;VR
397;Асинхронная разработка на JS;у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;16 Декабря;Не указана;46 800;https://tutortop.ru/goto/?number=4907&term=9;JS
398;PostgreSQL: replication, backup and observability;Практический курс по работе с СУБД PostgreSQL. Будем учиться построению репликаций, работе с резервным копированием и организации мониторинга всей системы. Программа курса основана на реальных задачах команд эксплуатации.;4.3;Слёрм;17 Декабря;1,5 месяц;35 000;https://tutortop.ru/goto/?number=4907&term=9;SQL
399;Terminal;особая интенсивная программа обучения;4.5;LoftSchool;17 Декабря;Не указана;1 200;https://tutortop.ru/goto/?number=4907&term=9;IT
400;Навыки ZeroCoding;С нуля научитесь создавать приложения без кода. Вы освоите все популярные сервисы No Code, научитесь создавать прототипы и тестировать первые версии продуктов. 8 лекций и 8 практических заданий от практиков рынка. Домашние задания проверят опытный наставник.;4.8;ProductStar;17 Декабря;2 месяца;75 000;https://tutortop.ru/goto/?number=4907&term=9;NoCode
401;Обучение работе с Python Django;имеют хорошую репутацию. Специализируются на аналитике и разработке. По промокоду TUTORTOP скидка 45% на курс;4.8;SkillFactory;16 Декабря;6.5 месяцев;177 000;https://tutortop.ru/goto/?number=4907&term=9;PY
402;C++ для бэкенда;Начнёте писать ПО под Linux и запускать проекты в Docker. Будете учиться в сопровождении опытной команды. Узнаете, как выбирать сетевые протоколы и работать с СУБД PostgreSQL. Получите опыт удалённой разработки и нагрузочного тестирования. Получите сертификат о повышении квалификации. Научитесь интегрироваться с фронтендом и мониторить системные ресурсы.;4.7;Яндекс Практикум;09 Января;2 месяца;45 000;https://tutortop.ru/goto/?number=4907&term=9;C++
403;Системный администратор;помогают в поиске работы, составлении резюме и прохождению собеседований;4.8;Нетология;11 Января;13 месяцев;130 000;https://tutortop.ru/goto/?number=4907&term=9;administrator
404;Тестировщик;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;7 месяцев;144 491;https://tutortop.ru/goto/?number=4907&term=9;QA
405;HTML и CSS. Позиционирование;у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;16 Декабря;1,5 месяц;46 800;https://tutortop.ru/goto/?number=4907&term=9;Web
406;Jenkins: СI/CD для DevOps и разработчиков;Научитесь автоматизировать процесс интеграции и поставки, сможете ускорить цикл разработки и внедрить полезные инструменты и пройдете путь от настройки первого плагина и создания простого пайплайна до Jenkins as a code и внедрения в Kubernetes.;4.3;Слёрм;17 Декабря;1,5 месяц;35 000;https://tutortop.ru/goto/?number=4907&term=9;DevOps
407;NPM;"Если вы хотите быть """"в теме"""", то обязательно уделите должное время на изучение возможностей npm, наиболее популярного менеджера пакетов (package manager) в среде веб-разработчиков. Видеокурс подойдёт для тех, кто уже знаком с основами работы JavaScript, Git, Terminal.";4.5;LoftSchool;17 Декабря;Не указана;1 200;https://tutortop.ru/goto/?number=4907&term=9;IT
408;Основы Web-разработки с 0;Научитесь создавать сайты за 2 месяца и добавите первые проекты в портфолио. На курсе вы освоите HTML, CSS, Javascript и сможете создавать интерактивные сайты под все популярные устройства. 9 практических занятий от Тимлида веб-разработки в Атол.;4.8;ProductStar;17 Декабря;2 месяца;75 000;https://tutortop.ru/goto/?number=4907&term=9;Web
409;Профессия Backend-разработчик на Go;имеют хорошую репутацию. Специализируются на аналитике и разработке. По промокоду TUTORTOP скидка 45% на курс;4.8;SkillFactory;16 Декабря;Не указана;176 000;https://tutortop.ru/goto/?number=4907&term=9;Backend
410;Профессия Go-разработчик;Особый формат обучения. Школа Яндекса.;4.7;Яндекс Практикум;17 Декабря;2 месяца;45 000;https://tutortop.ru/goto/?number=4907&term=9;Software
411;Системный аналитик;помогают в поиске работы, составлении резюме и прохождению собеседований;4.8;Нетология;17 Декабря;10 месяцев;125 000;https://tutortop.ru/goto/?number=4907&term=9;Data
412;Профессия Инженер по автоматизации тестирования;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;4 месяца;142 003;https://tutortop.ru/goto/?number=4907&term=9;QA
413;JS: Алгоритмы и структуры данных;у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;16 Декабря;Не указана;46 800;https://tutortop.ru/goto/?number=4907&term=9;JS
414;Чистая архитектура приложения на GO;За три дня вы изучите, что такое чистая архитектура на языке Golang и под руководством опытного спикера создадите сервис по работе с контактами и возможностью их группировки.;4.3;Слёрм;07 Января;0.25 месяцев;30 000;https://tutortop.ru/goto/?number=4907&term=9;Software
415;Koa.js;Koa.js — фреймворк нового поколения для приложений на Node.js. Данный видеокурс рассчитан на разработчиков, которые знакомы с основами JavaScript и Node.js.;4.5;LoftSchool;17 Декабря;Не указана;1 200;https://tutortop.ru/goto/?number=4907&term=9;Web
416;Менеджмент Mobile-продуктов;Вы освоите необходимый набор знаний и навыков для создания с 0 и развития мобильных продуктов и специфику работы с командами мобильной разработки.;4.8;ProductStar;17 Декабря;2 месяца;39 900;https://tutortop.ru/goto/?number=4907&term=9;mobile
417;Профессия C# - разработчик;имеют хорошую репутацию. Специализируются на аналитике и разработке. По промокоду TUTORTOP скидка 45% на курс;4.8;SkillFactory;22 Декабря;Не указана;176 000;https://tutortop.ru/goto/?number=4907&term=9;C#
418;Курс «SQL для работы с данными и аналитики»;Особый формат обучения. Школа Яндекса.;4.7;Яндекс Практикум;17 Декабря;3 месяца;41 000;https://tutortop.ru/goto/?number=4907&term=9;SQL
419;Сетевой инженер;помогают в поиске работы, составлении резюме и прохождению собеседований;4.8;Нетология;05 Января;13 месяцев;120 000;https://tutortop.ru/goto/?number=4907&term=9;IT
420;Профессия Fullstack-разработчик на PHP;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;10 месяцев;135 000;https://tutortop.ru/goto/?number=928&term=9;Fullstack
421;Веб-разработка на Python;у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;17 Декабря;Не указана;46 800;https://tutortop.ru/goto/?number=928&term=9;PY
422;CI/CD. Видеокурс;Вы поймете принципы работы CI/CD, научитесь автоматизировать процесс интеграции и поставки и сможете ускорить цикл разработки с минимальными рисками. Пройдете путь от создания самого простого пайплайна до настройки сложных вариантов CI/CD с возможностью отката на предыдущую версию по нажатию одной кнопки.;4.3;Слёрм;17 Декабря;Не указана;30 000;https://tutortop.ru/goto/?number=928&term=9;Software
423;Как войти в IT;"Специально для тебя мы подготовили курс ""Как войти в IT"", в котором расскажем обо всём, что тебя будет ждать в этой сфере. Как подготовиться, чтобы шаги в новом деле приносили плоды? Возможно, все вокруг говорят, что бесплатный марафон – это развод, а потом тебе обязательно будут что-то впаривать. Мы сделали этот курс для людей, которые хотят освоить новую IT-специальность, но не знают, с чего начать.";4.5;LoftSchool;17 Декабря;Не указана;700;https://tutortop.ru/goto/?number=928&term=9;IT
424;Профессия C++ разработчик;имеют хорошую репутацию. Специализируются на аналитике и разработке. По промокоду TUTORTOP скидка 45% на курс;4.8;SkillFactory;16 Декабря;8.5 месяцев;165 000;https://tutortop.ru/goto/?number=928&term=9;C++
425;Асинхронное программирование на Python;Параллельное и асинхронное программирование дают большие преимущества: помогают выдерживать большие нагрузки и писать эффективный код, не теряя в скорости разработки — поэтому ни один крупный проект не обходится без них. Разработчикам важно знать принципы асинхронности и то, как использовать их на практике.;4.7;Яндекс Практикум;19 Декабря;3 месяца;40 000;https://tutortop.ru/goto/?number=928&term=9;PY
426;Инженер по автоматизации;помогают в поиске работы, составлении резюме и прохождению собеседований;4.8;Нетология;17 Декабря;13 месяцев;117 900;https://tutortop.ru/goto/?number=928&term=9;IT
427;Профессия Fullstack-разработчик;полноценное обучение профессии, первая оплата через 6 месяцев, помощь в трудоустройстве;4.6;Skillbox;17 Декабря;6 месяцев;135 000;https://tutortop.ru/goto/?number=928&term=9;Fullstack
428;Тестирование в PHP;у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;17 Декабря;1,5 месяц;46 800;https://tutortop.ru/goto/?number=928&term=9;PHP
429;Kubernetes для разработчиков;На курсе вы познакомитесь с Kubernetes, научитесь правильно разрабатывать приложение под k8s и запускать его в кластере.;4.3;Слёрм;12 Января;2 месяца;30 000;https://tutortop.ru/goto/?number=928&term=9;Software
430;Курс Fullstack веб-разработчик на Python;имеют хорошую репутацию. Специализируются на аналитике и разработке. По промокоду TUTORTOP скидка 45% на курс;4.8;SkillFactory;30 Декабря;9 месяцев;165 000;https://tutortop.ru/goto/?number=928&term=9;Fullstack
431;Тестирование веб-приложений на Python;Особый формат обучения. Школа Яндекса.;4.7;Яндекс Практикум;22 Декабря;2 месяца;40 000;https://tutortop.ru/goto/?number=928&term=9;Web
432;Bitrix-разработчик с нуля;помогают в поиске работы, составлении резюме и прохождению собеседований;4.8;Нетология;17 Декабря;13 месяцев;112 000;https://tutortop.ru/goto/?number=928&term=9;Software
433;Профессия Fullstack-разработчик на JavaScript;полноценное обучение профессии, первая оплата через 6 месяцев, помощь в трудоустройстве;4.6;Skillbox;17 Декабря;10 месяцев;135 000;https://tutortop.ru/goto/?number=928&term=9;Fullstack
434;Веб-разработка на Node.js;у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;16 Декабря;4 месяца;46 800;https://tutortop.ru/goto/?number=928&term=9;NodeJS
435;AWS База;Курс поможет понять принципы работы облачных вычислительных платформ. Пройдем на практике путь от базовых принципов работы до развертывания сложной системы с автоматическим масштабированием и другими продвинутыми возможностями платформы AWS.;4.3;Слёрм;17 Декабря;1,5 месяц;25 000;https://tutortop.ru/goto/?number=928&term=9;AWS
436;Мобильный разработчик;имеют хорошую репутацию. Специализируются на аналитике и разработке. По промокоду TUTORTOP скидка 45% на курс;4.8;SkillFactory;17 Декабря;Не указана;150 300;https://tutortop.ru/goto/?number=928&term=9;mobile
437;Тестировщик;помогают в поиске работы, составлении резюме и прохождению собеседований;4.8;Нетология;17 Декабря;8 месяцев;109 600;https://tutortop.ru/goto/?number=928&term=9;QA
438;Профессия Fullstack-разработчик на Python;полноценное обучение профессии, первая оплата через 6 месяцев, помощь в трудоустройстве;4.6;Skillbox;17 Декабря;12 месяцев;135 000;https://tutortop.ru/goto/?number=928&term=9;Fullstack
439;ООП В PHP;у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;17 Декабря;1,5 месяц;46 800;https://tutortop.ru/goto/?number=928&term=9;PHP
440;Микросервисы и API на Java и Kotlin;-;4.3;Слёрм;07 Января;Не указана;20 000;https://tutortop.ru/goto/?number=928&term=9;IT
441;Профессия Инженер по ручному тестированию;имеют хорошую репутацию. Специализируются на аналитике и разработке. По промокоду TUTORTOP скидка 45% на курс;4.8;SkillFactory;20 Декабря;5 месяцев;149 400;https://tutortop.ru/goto/?number=928&term=9;QA
442;SQL и получение данных;помогают в поиске работы, составлении резюме и прохождению собеседований;4.8;Нетология;17 Декабря;2 месяца;35 500;https://tutortop.ru/goto/?number=928&term=9;SQL
443;Профессия Flutter-разработчик;полноценное обучение профессии, первая оплата через 3 месяца, помощь в трудоустройстве;4.6;Skillbox;17 Декабря;14 месяцев;134 288;https://tutortop.ru/goto/?number=928&term=9;IT
444;СИКП на Java;у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;17 Декабря;Не указана;46 800;https://tutortop.ru/goto/?number=928&term=9;Java
445;JavaScript-разработчик;Изучи основы JavaScript c нуля.;4.3;Слёрм;17 Декабря;2 месяца;19 900;https://tutortop.ru/goto/?number=928&term=9;JS
446;IT - специалист с нуля;На этом курсе вы сможете осознанно выбрать специальность, которая подойдет именно вам, и сразу освоить её. Вы на практике попробуете разные профессии и определите, что вам действительно нравится и что получается делать, а затем уверенно выберете профессию и обучитесь ей.;4.8;SkillFactory;12 Января;8 месяцев;140 400;https://tutortop.ru/goto/?number=928&term=9;IT
447;Backend-разработка на Node.js;помогают в поиске работы, составлении резюме и прохождению собеседований;4.8;Нетология;17 Декабря;6 месяцев;35 500;https://tutortop.ru/goto/?number=928&term=9;Backend
448;Профессия Frontend-разработчик PRO;полноценное обучение профессии, первая оплата через 3 месяца, помощь в трудоустройстве;4.6;Skillbox;17 Декабря;24 месяца;133 320;https://tutortop.ru/goto/?number=928&term=9;Frontend
449;Тестирование в Python;у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;17 Декабря;Не указана;46 800;https://tutortop.ru/goto/?number=928&term=9;PY
450;Python-разработчик;Изучи основы Python с нуля.;4.3;Слёрм;17 Декабря;2 месяца;19 900;https://tutortop.ru/goto/?number=5089&term=9;PY
451;Django: создание backend-приложений;помогают в поиске работы, составлении резюме и прохождению собеседований;4.8;Нетология;17 Декабря;2 месяца;21 000;https://tutortop.ru/goto/?number=5089&term=9;Backend
452;Профессия Go-разработчик;полноценное обучение профессии, первая оплата через 3 месяца, помощь в трудоустройстве;4.6;Skillbox;17 Декабря;3 месяца;133 153;https://tutortop.ru/goto/?number=5089&term=9;IT
453;Фронтенд-разработка (DOM + React + Redux);у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;17 Декабря;4 месяца;46 800;https://tutortop.ru/goto/?number=5089&term=9;Frontend
454;Оптимизация запросов SQL;Научитесь делать SQL-запросы проще и быстрее под руководством опытного наставника.;4.3;Слёрм;05 Января;Не указана;18 000;https://tutortop.ru/goto/?number=5089&term=9;SQL
455;React: библиотека фронтенд-разработки №1;помогают в поиске работы, составлении резюме и прохождению собеседований;4.8;Нетология;17 Декабря;2,5 месяца;21 000;https://tutortop.ru/goto/?number=5089&term=9;Frontend
456;Профессия Разработчик на C++;полноценное обучение профессии, первая оплата через 3 месяца, помощь в трудоустройстве;4.6;Skillbox;17 Декабря;7 месяцев;132 660;https://tutortop.ru/goto/?number=5089&term=9;C++
457;HTML и CSS. Инструментарий верстальщика;у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;16 Декабря;3 месяца;46 800;https://tutortop.ru/goto/?number=5089&term=9;Web
458;Docker;Курс от основ до продвинутых абстракций, в рамках которого вы: — научитесь запускать сайт в контейнере, — узнаете о тонкости использования stateful и Docker, — соберете несколько контейнеров в рабочую систему, — запустите готовый pipeline в Gitlab, — научитесь обходить ограничения DockerHub.;4.3;Слёрм;09 Января;Не указана;15 000;https://tutortop.ru/goto/?number=5089&term=9;Software
459;Старт в программировании;помогают в поиске работы, составлении резюме и прохождению собеседований;4.8;Нетология;26 Декабря;0,5 месяцев;990;https://tutortop.ru/goto/?number=5089&term=9;IT
460;Frontend-разработчик;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;7 месяцев;131 300;https://tutortop.ru/goto/?number=5089&term=9;Frontend
461;СИКП на Python;у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;17 Декабря;Не указана;46 800;https://tutortop.ru/goto/?number=5089&term=9;PY
462;Prometheus;Изучаем тонкости настройки Prometheus, как его установить и настроить, какие запросы писать, как собирать метрики и другое. Бонус курса: обзор проекта Thanos.;4.3;Слёрм;17 Декабря;Не указана;6 000;https://tutortop.ru/goto/?number=5089&term=9;Software
463;Профессия Java-разработчик;полноценное обучение профессии, первая оплата через 3 месяца, помощь в трудоустройстве;4.6;Skillbox;17 Декабря;9 месяцев;126 000;https://tutortop.ru/goto/?number=5089&term=9;Java
464;Веб-разработка на PHP;у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;16 Декабря;4 месяца;46 800;https://tutortop.ru/goto/?number=5089&term=9;PHP
465;Алгоритмы: roadmap для работы и собеседований;Как писать более эффективный код Как решать задачи, которые не могут решить другие программисты Как знание алгоритмов и структур данных помогает устроиться в топовые компании FAANG: Apple, Amazon, Netflix, Google;4.3;Слёрм;17 Декабря;Не указана;5 000;https://tutortop.ru/goto/?number=5089&term=9;IT
466;Профессия Разработчик AR&VR с нуля до PRO;полноценное обучение профессии, первая оплата через 6 месяцев, помощь в трудоустройстве;4.6;Skillbox;17 Декабря;24 месяца;120 960;https://tutortop.ru/goto/?number=5089&term=9;VR
467;Верстальщик;у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;17 Декабря;7 месяцев;46 800;https://tutortop.ru/goto/?number=5089&term=9;Web
468;Профессия Middle-разработчик на Unreal Engine 4;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;14 месяцев;116 438;https://tutortop.ru/goto/?number=5089&term=9;C++
469;Тестирование фронтенда;у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;17 Декабря;Не указана;33 000;https://tutortop.ru/goto/?number=5089&term=9;Frontend
470;Профессия Разработчик на Unreal Engine 4 с нуля до Middle;полноценное обучение профессии, первая оплата через 6 месяцев, помощь в трудоустройстве;4.6;Skillbox;17 Декабря;24 месяца;109 603;https://tutortop.ru/goto/?number=5089&term=9;C++
471;Вёрстка веб-приложений;у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;17 Декабря;2 месяца;33 000;https://tutortop.ru/goto/?number=5089&term=9;Web
472;Профессия Маркетолог-разработчик;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;8 месяцев;107 369;https://tutortop.ru/goto/?number=5089&term=9;Data
473;PHP: Разработка на Laravel;у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;17 Декабря;Не указана;3 900;https://tutortop.ru/goto/?number=5089&term=9;PHP
474;Профессия Разработчик игр на Unity;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;4 месяца;107 240;https://tutortop.ru/goto/?number=5089&term=9;Unity
475;Java: Корпоративные приложения на Spring Boot;у них настоящая рассрочка, без банковского кредита;4.5;Хекслет;17 Декабря;Не указана;3 900;https://tutortop.ru/goto/?number=5089&term=9;Java
476;Профессия PHP-разработчик с нуля до PRO;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;7 месяцев;106 297;https://tutortop.ru/goto/?number=5089&term=9;PHP
477;Автоматизированное тестирование на Python;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;9 месяцев;104 575;https://tutortop.ru/goto/?number=5089&term=9;PY
478;Старт в DevOps: системное администрирование для начинающих;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;12 месяцев;104 574;https://tutortop.ru/goto/?number=5089&term=9;DevOps
479;Веб-разработчик с нуля до PRO;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;6.5 месяцев;85 296;https://tutortop.ru/goto/?number=5089&term=9;Web
480;Тестирование мобильных приложений;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;9 месяцев;84 187;https://tutortop.ru/goto/?number=488&term=9;mobile
481;Enterprise технологии в Java-разработке;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;4 месяца;82 800;https://tutortop.ru/goto/?number=488&term=9;Java
482;Android-разработчик. Базовый уровень;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;3 месяца;81 900;https://tutortop.ru/goto/?number=488&term=9;mobile
483;Java-разработчик;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;7 месяцев;79 196;https://tutortop.ru/goto/?number=488&term=9;Java
484;Администрирование ОС Linux;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;5 месяцев;77 137;https://tutortop.ru/goto/?number=488&term=9;administrator
485;iOS-разработка для начинающих;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;3 месяца;75 816;https://tutortop.ru/goto/?number=488&term=9;mobile
486;IT-рекрутер;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;2 месяца;74 551;https://tutortop.ru/goto/?number=488&term=9;IT
487;Автоматизированное тестирование веб-приложений на JavaScript;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;12 месяцев;73 415;https://tutortop.ru/goto/?number=488&term=9;QA
488;3D-графика в играх;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;5 месяцев;72 182;https://tutortop.ru/goto/?number=488&term=9;Gaming
489;Substance painter для игр;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;7 месяцев;71 891;https://tutortop.ru/goto/?number=488&term=9;Software
490;Разработчик игр на Unreal Engine 4. Junior+;самая известная школа. Доступ к записям курсов сохраняют навсегда;4.6;Skillbox;17 Декабря;10 месяцев;71 840;https://tutortop.ru/goto/?number=488&term=9;C++
